mol_idx,smiles,n_atoms,k_requested,n_partitions,score,within_frac,between_frac,higher_frac,prediction,atom_baseline,validation_passed,validation_error,strategy,contribution_setting
1,CC#CC1CC(C)C1O,21,3,3,0.5856225778771972,0.4165690587918426,0.3381070381671868,0.24532390303832888,1.5235452888552419,-2021.1027209978224,True,6.704134035658132e-15,Random (k=3),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,3,3,0.6256607859842914,0.465589840856297,0.3201418902545913,0.21426826888806355,82.88587696587113,-1515.21985553297,True,5.14352573757636e-16,Random (k=3),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,3,3,0.6153954908398527,0.40992272251672734,0.41094553664343436,0.179131740837726,36.63757831488394,-1746.5867215199432,True,3.878764746137734e-16,Random (k=3),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,3,3,0.7883931154812686,0.677865931097731,0.22105436876490678,0.10107970013573597,4.312537059739271,-1589.5415163929686,True,2.2654791091964565e-15,Random (k=3),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,3,3,0.7317920770040751,0.6978989770967126,0.06778619981111488,0.23431482308946483,18.986259179603863,-1657.6014506101653,True,7.484810241289279e-16,Random (k=3),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,3,3,0.47485598070816987,0.16391476868325494,0.6218824240482164,0.21420280726731852,24.757996713375118,-1678.5267873027476,True,1.4349762300706882e-16,Random (k=3),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,3,3,0.8031712052244225,0.6544175834591027,0.2975072435234014,0.04807517301206738,-0.9582831744772141,-1979.9513730289436,True,1.0890409753965244e-14,Random (k=3),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,3,3,0.5741007909291159,0.3640934312080376,0.42001471943812796,0.21589184935081285,2.6366930561521884,-1672.265060659945,True,5.052797580632617e-16,Random (k=3),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,3,3,0.49605399239537523,0.1603300976209456,0.6714477895475618,0.1682221128305195,-1.6838901683310934,-1616.450102641286,True,1.6614872362264057e-14,Random (k=3),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,3,3,0.4338115043649781,0.15599925542658968,0.5556244978751302,0.28837624669704515,9.008961511740576,-2151.239339876484,True,7.098359354112053e-15,Random (k=3),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,3,3,0.494172848767292,0.27799809311162954,0.4323495113086902,0.2896523955777042,33.38591039790339,-1917.874688367481,True,0.0,Random (k=3),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,3,3,0.7905624021371546,0.716465532172054,0.14819373992710103,0.13534072789851986,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Random (k=3),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,3,3,0.3791171332008932,0.06483294320768926,0.6285683799850731,0.30659867680623654,15.807805114993277,-1649.3419384453355,True,1.2360935051474068e-15,Random (k=3),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,3,3,0.7907648535511403,0.6835708747603528,0.21438795757968745,0.102041167658544,-50.45568278163597,-1418.2535495454308,True,2.8165023108846067e-16,Random (k=3),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,3,3,0.4338491937023294,0.17321776524592492,0.521262856911274,0.3055193778416499,8.686721758681735,-1548.3901684240898,True,3.271856774009301e-15,Random (k=3),without_single_atom_contributions
16,CCC(COC=N)=NO,19,3,3,0.49212673818138947,0.07158291820045345,0.8410876399599209,0.08732944183816224,35.985776923989086,-1773.4953077682608,True,5.923529765042744e-16,Random (k=3),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,3,3,0.5261020855992402,0.4273008126192834,0.1976025459550519,0.37509664142201843,-14.397062486315564,-1486.313483762627,True,0.0,Random (k=3),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,3,3,0.737829553513782,0.5562312771104764,0.363196552802814,0.0805721700838617,-9.421013178792297,-1534.1474067035278,True,7.542105315721938e-16,Random (k=3),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,3,3,0.6473169687851151,0.3868132615900656,0.521007414387584,0.09217932402046419,-34.86142178571703,-1643.3586888896023,True,0.0,Random (k=3),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,2,2,0.9860077839395928,0.9720155678779753,0.0279844321183937,0.0,8.03289248474122,-1269.610227825433,True,6.634061800599447e-16,Greedy-Random (k=2),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,2,2,0.9678421670198546,0.9356843340348634,0.06431566595059905,0.0,1.5235452888552419,-2021.1027209978224,True,3.0605829293221906e-15,Greedy-Random (k=2),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,2,2,0.969966228177296,0.9399324563542348,0.06006754364469312,0.0,82.88587696587113,-1515.21985553297,True,1.028705147515272e-15,Greedy-Random (k=2),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,2,2,0.9986126122405473,0.9972252244804214,0.0027747755175581566,0.0,36.63757831488394,-1746.5867215199432,True,7.757529492275468e-16,Greedy-Random (k=2),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9981745651307709,0.996349130260781,0.003650869736936963,0.0,4.312537059739271,-1589.5415163929686,True,1.4416685240341087e-15,Greedy-Random (k=2),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9998430077307009,0.9996860154596473,0.00031398453508913945,0.0,18.986259179603863,-1657.6014506101653,True,9.356012801611598e-16,Greedy-Random (k=2),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,2,2,0.9966407783976944,0.9932815567940605,0.006718443201954755,0.0,24.757996713375118,-1678.5267873027476,True,1.4349762300706882e-16,Greedy-Random (k=2),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,2,2,0.9869367608357776,0.9738735216670928,0.02612647831951978,0.0,-0.9582831744772141,-1979.9513730289436,True,2.0853976124614298e-14,Greedy-Random (k=2),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,2,2,0.9969371274478007,0.9938742548938752,0.0061257451009463695,0.0,2.6366930561521884,-1672.265060659945,True,1.6842658602108724e-16,Greedy-Random (k=2),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,2,2,0.9924570889733761,0.9849141779443349,0.015085822048412913,0.0,-1.6838901683310934,-1616.450102641286,True,4.087786057382427e-15,Greedy-Random (k=2),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,2,2,0.9959170316951562,0.991834063388133,0.008165936605328885,0.0,9.008961511740576,-2151.239339876484,True,6.309652759210714e-15,Greedy-Random (k=2),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,2,2,0.9959238004645602,0.9918476009281381,0.008152399068915466,0.0,33.38591039790339,-1917.874688367481,True,6.384813778832224e-16,Greedy-Random (k=2),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9924659686662286,0.9849319373314251,0.015068062665478365,0.0,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Greedy-Random (k=2),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,2,2,0.9972375054705358,0.9944750109400494,0.0055249890568835605,0.0,15.807805114993277,-1649.3419384453355,True,4.494885473263297e-16,Greedy-Random (k=2),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9875097129441617,0.9750194258876956,0.024980574110421434,0.0,-50.45568278163597,-1418.2535495454308,True,1.1266009243538427e-15,Greedy-Random (k=2),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,2,2,0.9937328472342831,0.9874656944648251,0.012534305523951602,0.0,8.686721758681735,-1548.3901684240898,True,0.0,Greedy-Random (k=2),without_single_atom_contributions
16,CCC(COC=N)=NO,19,2,2,0.9975140734570472,0.9950281469133362,0.0049718530843889785,0.0,35.985776923989086,-1773.4953077682608,True,1.9745099216809149e-16,Greedy-Random (k=2),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,2,2,0.9848250991872655,0.9696501983729654,0.030349801622337573,0.0,-14.397062486315564,-1486.313483762627,True,9.870662663727925e-16,Greedy-Random (k=2),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9855097801399899,0.9710195602789569,0.028980439717974458,0.0,-9.421013178792297,-1534.1474067035278,True,7.542105315721938e-16,Greedy-Random (k=2),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9728982232784618,0.9457964465559674,0.05420355344116398,0.0,-34.86142178571703,-1643.3586888896023,True,2.038192074108625e-16,Greedy-Random (k=2),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,3,3,0.9271772265215074,0.9070678710475587,0.0402187109452689,0.052713418005200983,8.03289248474122,-1269.610227825433,True,2.211353933533149e-16,Greedy-Random (k=3),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,3,3,0.7663332357424234,0.5526155979304257,0.4274352756206669,0.019949126446410965,1.5235452888552419,-2021.1027209978224,True,2.3318727080550024e-15,Greedy-Random (k=3),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,3,3,0.9683053584016087,0.9367671289565439,0.06307645888872442,0.0001564121536778022,82.88587696587113,-1515.21985553297,True,8.5725428959606e-16,Greedy-Random (k=3),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,3,3,0.942883365319112,0.9086312109578962,0.06850430871944975,0.022864480320417643,36.63757831488394,-1746.5867215199432,True,1.939382373068867e-16,Greedy-Random (k=3),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,3,3,0.8430198739945315,0.7115585464384276,0.26292265510772656,0.025518798450484922,4.312537059739271,-1589.5415163929686,True,1.4416685240341087e-15,Greedy-Random (k=3),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,3,3,0.8472703776809523,0.7219904985325394,0.2505597582931014,0.027449743171565833,18.986259179603863,-1657.6014506101653,True,3.7424051206446393e-16,Greedy-Random (k=3),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,3,3,0.801861213630139,0.6042264798467532,0.3952694675639483,0.000504052587181169,24.757996713375118,-1678.5267873027476,True,2.8699524601413764e-16,Greedy-Random (k=3),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,3,3,0.8500405472006398,0.7123958540876157,0.27528938621553756,0.012314759688963726,-0.9582831744772141,-1979.9513730289436,True,1.2975807366426674e-14,Greedy-Random (k=3),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,3,3,0.9413634309407449,0.9076473324638279,0.06743219694803211,0.024920470583788375,2.6366930561521884,-1672.265060659945,True,1.6842658602108724e-16,Greedy-Random (k=3),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,3,3,0.9135584849774335,0.8442801321379426,0.13855670567565018,0.017163162183908464,-1.6838901683310934,-1616.450102641286,True,1.3186406636717507e-15,Greedy-Random (k=3),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,3,3,0.8643061027232867,0.7988885638668201,0.13083507771015213,0.07027635842094199,9.008961511740576,-2151.239339876484,True,5.915299461760044e-16,Greedy-Random (k=3),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,3,3,0.857102346325821,0.7163158346875979,0.2815730232747331,0.00211114203638421,33.38591039790339,-1917.874688367481,True,1.0641356298053706e-15,Greedy-Random (k=3),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,3,3,0.9088529696147155,0.8444817636424238,0.1287424119420988,0.026775824413614,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Greedy-Random (k=3),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,3,3,0.8280197607495913,0.6568342101042627,0.34237110128799825,0.0007946886057448207,15.807805114993277,-1649.3419384453355,True,5.618606841579122e-16,Greedy-Random (k=3),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,3,3,0.9413539269544597,0.9129178776322248,0.056872098642287545,0.03021002372385089,-50.45568278163597,-1418.2535495454308,True,2.8165023108846067e-16,Greedy-Random (k=3),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,3,3,0.7310487985250528,0.5542755131929784,0.3535465706613323,0.09217791614357689,8.686721758681735,-1548.3901684240898,True,2.044910483755813e-16,Greedy-Random (k=3),without_single_atom_contributions
16,CCC(COC=N)=NO,19,3,3,0.939058197072665,0.8793161299550253,0.1194841342325496,0.0011997358103776137,35.985776923989086,-1773.4953077682608,True,3.9490198433618297e-16,Greedy-Random (k=3),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,3,3,0.890354815421934,0.8159590289056468,0.14879157302722382,0.03524939806311649,-14.397062486315564,-1486.313483762627,True,1.2338328329659906e-16,Greedy-Random (k=3),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,3,3,0.8843609017629112,0.8200269015549003,0.12866800040929302,0.05130509803076023,-9.421013178792297,-1534.1474067035278,True,7.542105315721938e-16,Greedy-Random (k=3),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,3,3,0.9179280475376647,0.8573031922512186,0.12124971056999483,0.02144709717661368,-34.86142178571703,-1643.3586888896023,True,0.0,Greedy-Random (k=3),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,4,4,0.8539289810281171,0.8099259113530936,0.08800613934749421,0.10206794929749768,8.03289248474122,-1269.610227825433,True,0.0,Greedy-Random (k=4),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,4,4,0.7791422649939864,0.7398602777064022,0.07856397456953965,0.18157574771983656,1.5235452888552419,-2021.1027209978224,True,1.311678398280939e-15,Greedy-Random (k=4),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,4,4,0.9262462990521455,0.8677736482975018,0.11694530150820055,0.015281050193482583,82.88587696587113,-1515.21985553297,True,3.42901715838424e-16,Greedy-Random (k=4),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,4,4,0.851247080053514,0.8161104616112287,0.07027323688236406,0.11361630150475228,36.63757831488394,-1746.5867215199432,True,5.818147119206601e-16,Greedy-Random (k=4),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,4,4,0.7934280866488304,0.6979349494330328,0.19098627442969862,0.11107877613584613,4.312537059739271,-1589.5415163929686,True,2.0595264629058696e-16,Greedy-Random (k=4),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,4,4,0.8748544257072441,0.8049533686908447,0.13980211403067397,0.055244517276887666,18.986259179603863,-1657.6014506101653,True,7.484810241289279e-16,Greedy-Random (k=4),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,4,4,0.8857529858093397,0.8210514759929392,0.12940301962850304,0.0495455043753341,24.757996713375118,-1678.5267873027476,True,4.3049286902120643e-16,Greedy-Random (k=4),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,4,4,0.5283757639282703,0.28002673688473323,0.4966980540843143,0.2232752090288825,-0.9582831744772141,-1979.9513730289436,True,6.835469951956908e-15,Greedy-Random (k=4),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,4,4,0.9197140443101463,0.8869134135909705,0.06560126143579154,0.04748532497131807,2.6366930561521884,-1672.265060659945,True,8.421329301054362e-16,Greedy-Random (k=4),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,4,4,0.6557496140003878,0.34945181445685947,0.6125955990858526,0.03795258645638487,-1.6838901683310934,-1616.450102641286,True,5.0108345219526526e-15,Greedy-Random (k=4),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,4,4,0.7668779475248443,0.5662328117733129,0.4012902715009532,0.032476916724151775,9.008961511740576,-2151.239339876484,True,9.85883243626674e-16,Greedy-Random (k=4),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,4,4,0.7716267952681773,0.6058296601049912,0.33159427032424715,0.06257606956916785,33.38591039790339,-1917.874688367481,True,2.1282712596107412e-16,Greedy-Random (k=4),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,4,4,0.7596918173848007,0.6850628535325896,0.14925792770146043,0.16567921876372868,32.29489123173883,-1554.3734179798228,True,0.0,Greedy-Random (k=4),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,4,4,0.8248082406087095,0.7770176578796716,0.09558116545598765,0.12740117666277462,15.807805114993277,-1649.3419384453355,True,1.1237213683158243e-16,Greedy-Random (k=4),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,4,4,0.7649822455061298,0.6086322732937545,0.3126999444230921,0.07866778228190953,-50.45568278163597,-1418.2535495454308,True,2.8165023108846067e-16,Greedy-Random (k=4),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,4,4,0.6706150097120043,0.42775553383647497,0.48571895174884294,0.08652551441302031,8.686721758681735,-1548.3901684240898,True,4.089820967511626e-16,Greedy-Random (k=4),without_single_atom_contributions
16,CCC(COC=N)=NO,19,4,4,0.8983650075876355,0.83179580273113,0.13313840971041013,0.03506578755650917,35.985776923989086,-1773.4953077682608,True,5.923529765042744e-16,Greedy-Random (k=4),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,4,4,0.7635742787067196,0.6830345074076253,0.16107954259518875,0.15588594999493613,-14.397062486315564,-1486.313483762627,True,7.402996997795944e-16,Greedy-Random (k=4),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,4,4,0.8163367440947074,0.7086053265625227,0.2154628350623704,0.07593183837360776,-9.421013178792297,-1534.1474067035278,True,0.0,Greedy-Random (k=4),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,4,4,0.8318265583494219,0.7540427579715584,0.15556760075314574,0.09038964127335988,-34.86142178571703,-1643.3586888896023,True,0.0,Greedy-Random (k=4),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,2,2,0.8425179333422405,0.6850358666803315,0.3149641333072197,0.0,8.03289248474122,-1269.610227825433,True,2.211353933533149e-16,Greedy-Distance (k=2),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,2,2,0.9076220058399974,0.8152440116745271,0.18475598830906945,0.0,1.5235452888552419,-2021.1027209978224,True,2.040388619548127e-15,Greedy-Distance (k=2),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,2,2,0.976929377140776,0.9538587542811867,0.046141245717718084,0.0,82.88587696587113,-1515.21985553297,True,8.5725428959606e-16,Greedy-Distance (k=2),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,2,2,0.969710343195715,0.9394206863908051,0.06057931360732016,0.0,36.63757831488394,-1746.5867215199432,True,3.878764746137734e-16,Greedy-Distance (k=2),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9999070168070209,0.9998140336069382,0.00018596637175154735,0.0,4.312537059739271,-1589.5415163929686,True,2.0595264629058696e-16,Greedy-Distance (k=2),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9613224800853413,0.9226449601691984,0.07735503982634949,0.0,18.986259179603863,-1657.6014506101653,True,1.3098417922256238e-15,Greedy-Distance (k=2),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,2,2,0.973521825169774,0.9470436503385999,0.05295634965855574,0.0,24.757996713375118,-1678.5267873027476,True,4.3049286902120643e-16,Greedy-Distance (k=2),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,2,2,0.9635071829176146,0.9270143658309965,0.07298563415630556,0.0,-0.9582831744772141,-1979.9513730289436,True,4.750072339495479e-15,Greedy-Distance (k=2),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,2,2,0.9672221940081762,0.9344443880156171,0.06555561198217673,0.0,2.6366930561521884,-1672.265060659945,True,3.3685317204217448e-15,Greedy-Distance (k=2),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,2,2,0.8592941878188723,0.7185883756290907,0.28141162434494704,0.0,-1.6838901683310934,-1616.450102641286,True,9.494212778436605e-15,Greedy-Distance (k=2),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,2,2,0.9662769411412847,0.9325538822802488,0.06744611771278942,0.0,9.008961511740576,-2151.239339876484,True,3.943532974506696e-15,Greedy-Distance (k=2),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,2,2,0.9984627688644842,0.9969255377279812,0.0030744622690570813,0.0,33.38591039790339,-1917.874688367481,True,2.1282712596107412e-16,Greedy-Distance (k=2),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9514208170305256,0.9028416340600192,0.09715836593688426,0.0,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Greedy-Distance (k=2),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,2,2,0.9867729716625472,0.9735459433238227,0.026454056672361937,0.0,15.807805114993277,-1649.3419384453355,True,2.2474427366316485e-16,Greedy-Distance (k=2),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9997279107949852,0.9994558215893097,0.000544178408708326,0.0,-50.45568278163597,-1418.2535495454308,True,2.8165023108846067e-16,Greedy-Distance (k=2),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,2,2,0.990905550446573,0.9818111008923518,0.018188899105265395,0.0,8.686721758681735,-1548.3901684240898,True,6.134731451267439e-16,Greedy-Distance (k=2),without_single_atom_contributions
16,CCC(COC=N)=NO,19,2,2,0.9829690319774903,0.9659380639540545,0.03406193604316662,0.0,35.985776923989086,-1773.4953077682608,True,1.9745099216809149e-16,Greedy-Distance (k=2),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,2,2,0.9848250991872655,0.9696501983729654,0.030349801622337573,0.0,-14.397062486315564,-1486.313483762627,True,9.870662663727925e-16,Greedy-Distance (k=2),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9187550249626892,0.837510049923958,0.1624899500717806,0.0,-9.421013178792297,-1534.1474067035278,True,9.427631644652422e-16,Greedy-Distance (k=2),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9618766351566084,0.9237532703122607,0.07624672968487074,0.0,-34.86142178571703,-1643.3586888896023,True,6.114576222325875e-16,Greedy-Distance (k=2),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,3,3,0.9185999689109328,0.8484567888374155,0.14028636014112233,0.011256851017028046,8.03289248474122,-1269.610227825433,True,0.0,Greedy-Distance (k=3),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,3,3,0.8863913962095671,0.7727827924171591,0.22721720757691594,0.0,1.5235452888552419,-2021.1027209978224,True,1.0201943097740635e-14,Greedy-Distance (k=3),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,3,3,0.9890738115700284,0.9787135313552668,0.020720560428154646,0.0005659082155521486,82.88587696587113,-1515.21985553297,True,0.0,Greedy-Distance (k=3),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,3,3,0.9421165104750969,0.9031655000958623,0.0779020207561759,0.018932479146241712,36.63757831488394,-1746.5867215199432,True,9.696911865344334e-16,Greedy-Distance (k=3),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,3,3,0.8897047787886977,0.7963204629147767,0.18676863174530478,0.01691090533801546,4.312537059739271,-1589.5415163929686,True,1.8535738166152826e-15,Greedy-Distance (k=3),without_single_atom_contributions
5,CC1N2CC2(C#C)C1=O,16,3,3,0.8957802423774693,0.7942464346744382,0.20306761540309323,0.002685949920241906,18.986259179603863,-1657.6014506101653,True,0.0,Greedy-Distance (k=3),without_single_atom_contributions
6,O=CC1OCC11CCO1,17,3,3,0.9274819659059826,0.8815355712322812,0.09189278934450897,0.02657163942103946,24.757996713375118,-1678.5267873027476,True,1.4349762300706882e-16,Greedy-Distance (k=3),without_single_atom_contributions
7,CC12COCC1(C)C2O,21,3,3,0.858290355337146,0.7678222948923928,0.18093612088476996,0.05124158421928506,-0.9582831744772141,-1979.9513730289436,True,2.2012530353759536e-15,Greedy-Distance (k=3),without_single_atom_contributions
8,CNC(=O)CC1CN1,18,3,3,0.9553464810838236,0.911680538680934,0.08733188480298533,0.0009875765139852777,2.6366930561521884,-1672.265060659945,True,3.368531720421745e-16,Greedy-Distance (k=3),without_single_atom_contributions
9,CC12C3C(CN13)OC2=O,16,3,3,0.7514039022916803,0.6148869938267153,0.2730338169180637,0.11207918924632115,-1.6838901683310934,-1616.450102641286,True,6.856931451093104e-15,Greedy-Distance (k=3),without_single_atom_contributions
10,COC12C(C)C1CC2C,23,3,3,0.8409550796825789,0.6900719147475037,0.3017663298648272,0.008161755383676713,9.008961511740576,-2151.239339876484,True,1.971766487253348e-16,Greedy-Distance (k=3),without_single_atom_contributions
11,CC1C2CC2(C)C1=NO,20,3,3,0.8409547334433077,0.6857919451913335,0.3103255765013064,0.0038824783053785176,33.38591039790339,-1917.874688367481,True,4.2565425192214824e-16,Greedy-Distance (k=3),without_single_atom_contributions
12,NC(C#C)(C#N)C1CO1,15,3,3,0.9241894102352072,0.8608251243223276,0.12672857182267686,0.01244630385268379,32.29489123173883,-1554.3734179798228,True,1.5401194927751113e-15,Greedy-Distance (k=3),without_single_atom_contributions
13,CCCC1=NC=NN=N1,17,3,3,0.8422523895627769,0.7446429141169837,0.19521895088838523,0.06013813499223024,15.807805114993277,-1649.3419384453355,True,1.1237213683158244e-15,Greedy-Distance (k=3),without_single_atom_contributions
14,O=CC1=CC(=O)C(=O)C1,13,3,3,0.8296530894779304,0.7450241463009232,0.16925788635209602,0.08571796734554206,-50.45568278163597,-1418.2535495454308,True,1.1266009243538427e-15,Greedy-Distance (k=3),without_single_atom_contributions
15,OC12C=CC3OC1C2O3,15,3,3,0.7692459764754597,0.5528419684592409,0.43280801603037455,0.01435001550883734,8.686721758681735,-1548.3901684240898,True,2.4538925805069757e-15,Greedy-Distance (k=3),without_single_atom_contributions
16,CCC(COC=N)=NO,19,3,3,0.9052192879894863,0.8953990488304931,0.01964047831442636,0.08496047285241068,35.985776923989086,-1773.4953077682608,True,0.0,Greedy-Distance (k=3),without_single_atom_contributions
17,N#CC12OCC(O1)C=C2,14,3,3,0.7825482652229586,0.7073773131242383,0.15034190419151938,0.14228078267980132,-14.397062486315564,-1486.313483762627,True,8.636829830761935e-16,Greedy-Distance (k=3),without_single_atom_contributions
18,NC(=O)C(=O)C(O)CO,16,3,3,0.930762288333849,0.8794451313631019,0.10263431393885089,0.017920554696064673,-9.421013178792297,-1534.1474067035278,True,1.5084210631443875e-15,Greedy-Distance (k=3),without_single_atom_contributions
19,CC1=NCC(O1)C(N)=O,17,3,3,0.9241035978253999,0.8702872956193497,0.10763260440875781,0.022080099969385703,-34.86142178571703,-1643.3586888896023,True,1.0190960370543126e-15,Greedy-Distance (k=3),without_single_atom_contributions
0,CC1=C(N)C=NO1,13,4,4,0.8312741872677171,0.756345960619541,0.14985645329434066,0.09379758608460959,8.03289248474122,-1269.610227825433,True,6.634061800599447e-16,Greedy-Distance (k=4),without_single_atom_contributions
1,CC#CC1CC(C)C1O,21,4,4,0.8493864605734073,0.7446102970346296,0.20955232707319765,0.04583737588890464,1.5235452888552419,-2021.1027209978224,True,3.2063249735756283e-15,Greedy-Distance (k=4),without_single_atom_contributions
2,C1OC11C2C3CN2C13,15,4,4,0.959414910652557,0.9356923843997564,0.04744505250426216,0.016862563094977148,82.88587696587113,-1515.21985553297,True,1.71450857919212e-16,Greedy-Distance (k=4),without_single_atom_contributions
3,C1NC2C3COCC12O3,18,4,4,0.8613099059888899,0.7496644407940651,0.22329093038773754,0.027044628816763342,36.63757831488394,-1746.5867215199432,True,7.757529492275468e-16,Greedy-Distance (k=4),without_single_atom_contributions
4,O=C1CC2(CC1O2)C#C,15,4,4,0.7574540218128708,0.6133460427274328,0.28821595816934753,0.09843799910207318,4.312537059739271,-1589.5415163929686,True,2.2654791091964565e-15,Greedy-Distance (k=4),without_single_atom_contributions
