mol_idx,smiles,n_atoms,k_requested,n_partitions,score,adjusted_score,connectivity_penalty,within_frac,between_frac,higher_frac,prediction,atom_baseline,validation_passed,validation_error,strategy,method,contribution_setting,is_greedy_random,is_greedy_distance,is_metropolis_hastings,is_greedy,is_optimized
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.8964541451360869,0.8964541451360869,0.0,0.792908290271513,0.2070917097265051,0.0,-50.45568278163597,-1418.2535495454308,True,1.4082511554423034e-16,Distance (k=2),Distance,without_single_atom_contributions,False,False,False,False,False
15,OC12C=CC3OC1C2O3,15,2,2,0.8072720443274258,0.8072720443274258,0.0,0.614544088654359,0.3854559113441638,0.0,8.686721758681735,-1548.3901684240898,True,2.044910483755813e-15,Distance (k=2),Distance,without_single_atom_contributions,False,False,False,False,False
16,CCC(COC=N)=NO,19,2,2,0.9176128804492603,0.9176128804492603,0.0,0.8352257608978993,0.1647742391002376,0.0,35.985776923989086,-1773.4953077682608,True,9.872549608404575e-16,Distance (k=2),Distance,without_single_atom_contributions,False,False,False,False,False
17,N#CC12OCC(O1)C=C2,14,2,2,0.8735568737234999,0.8735568737234999,0.0,0.7471137474458556,0.2528862525507117,0.0,-14.397062486315564,-1486.313483762627,True,1.6039826828557879e-15,Distance (k=2),Distance,without_single_atom_contributions,False,False,False,False,False
18,NC(=O)C(=O)C(O)CO,16,2,2,0.8613450201127036,0.8613450201127036,0.0,0.7226900402242193,0.27730995977221673,0.0,-9.421013178792297,-1534.1474067035278,True,5.656578986791453e-16,Distance (k=2),Distance,without_single_atom_contributions,False,False,False,False,False
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9618766351566084,0.9618766351566084,0.0,0.9237532703122607,0.07624672968487074,0.0,-34.86142178571703,-1643.3586888896023,True,6.114576222325875e-16,Distance (k=2),Distance,without_single_atom_contributions,False,False,False,False,False
0,CC1=C(N)C=NO1,13,2,2,0.9435898598186895,0.9128206290494587,0.3076923076923077,0.8871797196361687,0.11282028036020017,0.0,8.03289248474122,-1269.610227825433,True,2.211353933533149e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
1,CC#CC1CC(C)C1O,21,2,2,0.7089159690902384,0.6089159690902384,1.0,0.4178319381768813,0.5821680618123324,0.0,1.5235452888552419,-2021.1027209978224,True,2.1278338461001896e-14,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
2,C1OC11C2C3CN2C13,15,2,2,0.6019025556846204,0.46856922235128706,1.3333333333333333,0.20380511136886595,0.7961948886300094,0.0,82.88587696587113,-1515.21985553297,True,5.14352573757636e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
3,C1NC2C3COCC12O3,18,2,2,0.7051100396406769,0.6273322618628991,0.7777777777777778,0.41022007928074494,0.5897799207174291,0.0,36.63757831488394,-1746.5867215199432,True,1.939382373068867e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9264977808413503,0.8464977808413503,0.8,0.8529955616818844,0.14700443831566729,0.0,4.312537059739271,-1589.5415163929686,True,2.0595264629058696e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
5,CC1N2CC2(C#C)C1=O,16,2,2,0.825767064806425,0.7507670648064251,0.75,0.6515341296123182,0.3484658703860856,0.0,18.986259179603863,-1657.6014506101653,True,9.356012801611598e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
6,O=CC1OCC11CCO1,17,2,2,0.7477077994783691,0.7006489759489574,0.47058823529411764,0.495415598956077,0.5045844010419395,0.0,24.757996713375118,-1678.5267873027476,True,1.4349762300706882e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
7,CC12COCC1(C)C2O,21,2,2,0.7696153687134258,0.6934248925229496,0.7619047619047619,0.5392307374241223,0.46076926256768996,0.0,-0.9582831744772141,-1979.9513730289436,True,1.2396530251854055e-14,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
8,CNC(=O)CC1CN1,18,2,2,0.7825010856416635,0.6991677523083302,0.8333333333333334,0.5650021712816837,0.4349978287133858,0.0,2.6366930561521884,-1672.265060659945,True,7.242343198906751e-15,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
9,CC12C3C(CN13)OC2=O,16,2,2,0.7344373832661364,0.6469373832661364,0.875,0.4688747665310405,0.5311252334652627,0.0,-1.6838901683310934,-1616.450102641286,True,2.7163997671638066e-14,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
10,COC12C(C)C1CC2C,23,2,2,0.9119939855729077,0.8206896377468207,0.9130434782608695,0.823987971144098,0.1760120288507501,0.0,9.008961511740576,-2151.239339876484,True,0.0,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
11,CC1C2CC2(C)C1=NO,20,2,2,0.5767797643109306,0.4767797643109306,1.0,0.15355952862116934,0.8464404713767553,0.0,33.38591039790339,-1917.874688367481,True,1.9154441336496672e-15,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9760631627870061,0.9227298294536728,0.5333333333333333,0.952126325573079,0.04787367442412107,0.0,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
13,CCCC1=NC=NN=N1,17,2,2,0.6508768779874076,0.5685239368109369,0.8235294117647058,0.30175375597324017,0.6982462440220348,0.0,15.807805114993277,-1649.3419384453355,True,2.2474427366316485e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.6482773763344235,0.6175081455651927,0.3076923076923077,0.29655475266818637,0.7034452473298316,0.0,-50.45568278163597,-1418.2535495454308,True,9.857758088096124e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
15,OC12C=CC3OC1C2O3,15,2,2,0.7668903711856375,0.7135570378523042,0.5333333333333333,0.5337807423674378,0.46621925762105054,0.0,8.686721758681735,-1548.3901684240898,True,8.179641935023252e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
16,CCC(COC=N)=NO,19,2,2,0.6346793709184297,0.560995160392114,0.7368421052631579,0.2693587418364322,0.7306412581622859,0.0,35.985776923989086,-1773.4953077682608,True,1.9745099216809149e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
17,N#CC12OCC(O1)C=C2,14,2,2,0.6163610198252902,0.602075305539576,0.14285714285714285,0.23272203964924765,0.7672779603467541,0.0,-14.397062486315564,-1486.313483762627,True,2.8378155158217785e-15,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
18,NC(=O)C(=O)C(O)CO,16,2,2,0.8913784288784622,0.8226284288784622,0.6875,0.7827568577562062,0.2172431422416387,0.0,-9.421013178792297,-1534.1474067035278,True,0.0,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
19,CC1=NCC(O1)C(N)=O,17,2,2,0.609800321695437,0.5392120864013193,0.7058823529411765,0.21960064339023427,0.7803993566078467,0.0,-34.86142178571703,-1643.3586888896023,True,4.07638414821725e-16,Random (k=2),Random,without_single_atom_contributions,False,False,False,False,False
0,CC1=C(N)C=NO1,13,2,2,0.9860077839395928,0.9398539377857467,0.46153846153846156,0.9720155678779753,0.0279844321183937,0.0,8.03289248474122,-1269.610227825433,True,6.634061800599447e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
1,CC#CC1CC(C)C1O,21,2,2,0.9678421670198546,0.9297469289246165,0.38095238095238093,0.9356843340348634,0.06431566595059905,0.0,1.5235452888552419,-2021.1027209978224,True,3.0605829293221906e-15,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
2,C1OC11C2C3CN2C13,15,2,2,0.969966228177296,0.929966228177296,0.4,0.9399324563542348,0.06006754364469312,0.0,82.88587696587113,-1515.21985553297,True,1.028705147515272e-15,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
3,C1NC2C3COCC12O3,18,2,2,0.9986126122405473,0.9097237233516584,0.8888888888888888,0.9972252244804214,0.0027747755175581566,0.0,36.63757831488394,-1746.5867215199432,True,7.757529492275468e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9981745651307709,0.9848412317974375,0.13333333333333333,0.996349130260781,0.003650869736936963,0.0,4.312537059739271,-1589.5415163929686,True,1.4416685240341087e-15,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9998430077307009,0.9185930077307009,0.8125,0.9996860154596473,0.00031398453508913945,0.0,18.986259179603863,-1657.6014506101653,True,9.356012801611598e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
6,O=CC1OCC11CCO1,17,2,2,0.9966407783976944,0.9378172489859297,0.5882352941176471,0.9932815567940605,0.006718443201954755,0.0,24.757996713375118,-1678.5267873027476,True,1.4349762300706882e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
7,CC12COCC1(C)C2O,21,2,2,0.9869367608357776,0.8964605703595871,0.9047619047619048,0.9738735216670928,0.02612647831951978,0.0,-0.9582831744772141,-1979.9513730289436,True,2.0853976124614298e-14,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
8,CNC(=O)CC1CN1,18,2,2,0.9969371274478007,0.9302704607811341,0.6666666666666666,0.9938742548938752,0.0061257451009463695,0.0,2.6366930561521884,-1672.265060659945,True,1.6842658602108724e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
9,CC12C3C(CN13)OC2=O,16,2,2,0.9924570889733761,0.9112070889733761,0.8125,0.9849141779443349,0.015085822048412913,0.0,-1.6838901683310934,-1616.450102641286,True,4.087786057382427e-15,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
10,COC12C(C)C1CC2C,23,2,2,0.9959170316951562,0.9002648577821127,0.9565217391304348,0.991834063388133,0.008165936605328885,0.0,9.008961511740576,-2151.239339876484,True,6.309652759210714e-15,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
11,CC1C2CC2(C)C1=NO,20,2,2,0.9959238004645602,0.9159238004645602,0.8,0.9918476009281381,0.008152399068915466,0.0,33.38591039790339,-1917.874688367481,True,6.384813778832224e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9924659686662286,0.9391326353328953,0.5333333333333333,0.9849319373314251,0.015068062665478365,0.0,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
13,CCCC1=NC=NN=N1,17,2,2,0.9972375054705358,0.9031198584117123,0.9411764705882353,0.9944750109400494,0.0055249890568835605,0.0,15.807805114993277,-1649.3419384453355,True,4.494885473263297e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9875097129441617,0.9721250975595463,0.15384615384615385,0.9750194258876956,0.024980574110421434,0.0,-50.45568278163597,-1418.2535495454308,True,1.1266009243538427e-15,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
15,OC12C=CC3OC1C2O3,15,2,2,0.9937328472342831,0.9137328472342832,0.8,0.9874656944648251,0.012534305523951602,0.0,8.686721758681735,-1548.3901684240898,True,0.0,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
16,CCC(COC=N)=NO,19,2,2,0.9975140734570472,0.9448824945096788,0.5263157894736842,0.9950281469133362,0.0049718530843889785,0.0,35.985776923989086,-1773.4953077682608,True,1.9745099216809149e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
17,N#CC12OCC(O1)C=C2,14,2,2,0.9848250991872655,0.9848250991872655,0.0,0.9696501983729654,0.030349801622337573,0.0,-14.397062486315564,-1486.313483762627,True,9.870662663727925e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9855097801399899,0.91050978013999,0.75,0.9710195602789569,0.028980439717974458,0.0,-9.421013178792297,-1534.1474067035278,True,7.542105315721938e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9728982232784618,0.9081923409255206,0.6470588235294118,0.9457964465559674,0.05420355344116398,0.0,-34.86142178571703,-1643.3586888896023,True,2.038192074108625e-16,Greedy-Random (k=2),Greedy-Random,without_single_atom_contributions,True,False,False,True,True
0,CC1=C(N)C=NO1,13,2,2,0.8425179333422405,0.8425179333422405,0.0,0.6850358666803315,0.3149641333072197,0.0,8.03289248474122,-1269.610227825433,True,2.211353933533149e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
1,CC#CC1CC(C)C1O,21,2,2,0.9076220058399974,0.9076220058399974,0.0,0.8152440116745271,0.18475598830906945,0.0,1.5235452888552419,-2021.1027209978224,True,2.040388619548127e-15,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
2,C1OC11C2C3CN2C13,15,2,2,0.976929377140776,0.976929377140776,0.0,0.9538587542811867,0.046141245717718084,0.0,82.88587696587113,-1515.21985553297,True,8.5725428959606e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
3,C1NC2C3COCC12O3,18,2,2,0.969710343195715,0.969710343195715,0.0,0.9394206863908051,0.06057931360732016,0.0,36.63757831488394,-1746.5867215199432,True,3.878764746137734e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9999070168070209,0.9532403501403542,0.4666666666666667,0.9998140336069382,0.00018596637175154735,0.0,4.312537059739271,-1589.5415163929686,True,2.0595264629058696e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9613224800853413,0.9613224800853413,0.0,0.9226449601691984,0.07735503982634949,0.0,18.986259179603863,-1657.6014506101653,True,1.3098417922256238e-15,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
6,O=CC1OCC11CCO1,17,2,2,0.973521825169774,0.9617571192874211,0.11764705882352941,0.9470436503385999,0.05295634965855574,0.0,24.757996713375118,-1678.5267873027476,True,4.3049286902120643e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
7,CC12COCC1(C)C2O,21,2,2,0.9635071829176146,0.9635071829176146,0.0,0.9270143658309965,0.07298563415630556,0.0,-0.9582831744772141,-1979.9513730289436,True,4.750072339495479e-15,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
8,CNC(=O)CC1CN1,18,2,2,0.9672221940081762,0.9672221940081762,0.0,0.9344443880156171,0.06555561198217673,0.0,2.6366930561521884,-1672.265060659945,True,3.3685317204217448e-15,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
9,CC12C3C(CN13)OC2=O,16,2,2,0.8592941878188723,0.8592941878188723,0.0,0.7185883756290907,0.28141162434494704,0.0,-1.6838901683310934,-1616.450102641286,True,9.494212778436605e-15,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
10,COC12C(C)C1CC2C,23,2,2,0.9662769411412847,0.9401899846195456,0.2608695652173913,0.9325538822802488,0.06744611771278942,0.0,9.008961511740576,-2151.239339876484,True,3.943532974506696e-15,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
11,CC1C2CC2(C)C1=NO,20,2,2,0.9984627688644842,0.9684627688644841,0.3,0.9969255377279812,0.0030744622690570813,0.0,33.38591039790339,-1917.874688367481,True,2.1282712596107412e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9514208170305256,0.9514208170305256,0.0,0.9028416340600192,0.09715836593688426,0.0,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
13,CCCC1=NC=NN=N1,17,2,2,0.9867729716625472,0.9632435598978413,0.23529411764705882,0.9735459433238227,0.026454056672361937,0.0,15.807805114993277,-1649.3419384453355,True,2.2474427366316485e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9997279107949852,0.953574064641139,0.46153846153846156,0.9994558215893097,0.000544178408708326,0.0,-50.45568278163597,-1418.2535495454308,True,2.8165023108846067e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
15,OC12C=CC3OC1C2O3,15,2,2,0.990905550446573,0.9775722171132397,0.13333333333333333,0.9818111008923518,0.018188899105265395,0.0,8.686721758681735,-1548.3901684240898,True,6.134731451267439e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
16,CCC(COC=N)=NO,19,2,2,0.9829690319774903,0.9724427161880166,0.10526315789473684,0.9659380639540545,0.03406193604316662,0.0,35.985776923989086,-1773.4953077682608,True,1.9745099216809149e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
17,N#CC12OCC(O1)C=C2,14,2,2,0.9848250991872655,0.9848250991872655,0.0,0.9696501983729654,0.030349801622337573,0.0,-14.397062486315564,-1486.313483762627,True,9.870662663727925e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9187550249626892,0.8875050249626892,0.3125,0.837510049923958,0.1624899500717806,0.0,-9.421013178792297,-1534.1474067035278,True,9.427631644652422e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9618766351566084,0.9618766351566084,0.0,0.9237532703122607,0.07624672968487074,0.0,-34.86142178571703,-1643.3586888896023,True,6.114576222325875e-16,Greedy-Distance (k=2),Greedy-Distance,without_single_atom_contributions,False,True,False,True,True
0,CC1=C(N)C=NO1,13,2,2,0.9823851507766713,0.9670005353920559,0.15384615384615385,0.964770301552573,0.03522969844511871,0.0,8.03289248474122,-1269.610227825433,True,2.211353933533149e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
1,CC#CC1CC(C)C1O,21,2,2,0.9925685712305355,0.9592352378972022,0.3333333333333333,0.9851371424398427,0.014862857496471978,0.0,1.5235452888552419,-2021.1027209978224,True,2.914840885068753e-15,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
2,C1OC11C2C3CN2C13,15,2,2,0.976929377140776,0.976929377140776,0.0,0.9538587542811867,0.046141245717718084,0.0,82.88587696587113,-1515.21985553297,True,8.5725428959606e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
3,C1NC2C3COCC12O3,18,2,2,0.9838948399701408,0.9838948399701408,0.0,0.9677896799394304,0.032210320058016,0.0,36.63757831488394,-1746.5867215199432,True,3.878764746137734e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
4,O=C1CC2(CC1O2)C#C,15,2,2,0.9987039011519911,0.9987039011519911,0.0,0.9974078023030295,0.0025921976941124733,0.0,4.312537059739271,-1589.5415163929686,True,5.560721449845848e-15,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
5,CC1N2CC2(C#C)C1=O,16,2,2,0.9613224800853413,0.9613224800853413,0.0,0.9226449601691984,0.07735503982634949,0.0,18.986259179603863,-1657.6014506101653,True,1.3098417922256238e-15,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
6,O=CC1OCC11CCO1,17,2,2,0.9675787482996937,0.9675787482996937,0.0,0.9351574965982157,0.0648425033982691,0.0,24.757996713375118,-1678.5267873027476,True,4.3049286902120643e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
7,CC12COCC1(C)C2O,21,2,2,0.9635071829176146,0.9635071829176146,0.0,0.9270143658309965,0.07298563415630556,0.0,-0.9582831744772141,-1979.9513730289436,True,4.750072339495479e-15,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
8,CNC(=O)CC1CN1,18,2,2,0.9972655505223741,0.986154439411263,0.1111111111111111,0.9945311010440209,0.0054688989537971305,0.0,2.6366930561521884,-1672.265060659945,True,9.09503564513871e-15,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
9,CC12C3C(CN13)OC2=O,16,2,2,0.9964433283212228,0.9964433283212228,0.0,0.9928866566416934,0.007113343356050192,0.0,-1.6838901683310934,-1616.450102641286,True,1.582368796406101e-15,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
10,COC12C(C)C1CC2C,23,2,2,0.9816227467245605,0.9642314423767344,0.17391304347826086,0.9632454934475854,0.036754506547807694,0.0,9.008961511740576,-2151.239339876484,True,2.3661197847040177e-15,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
11,CC1C2CC2(C)C1=NO,20,2,2,0.9918393883323101,0.9618393883323101,0.3,0.9836787766636544,0.0163212233334479,0.0,33.38591039790339,-1917.874688367481,True,2.1282712596107412e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
12,NC(C#C)(C#N)C1CO1,15,2,2,0.9514208170305256,0.9514208170305256,0.0,0.9028416340600192,0.09715836593688426,0.0,32.29489123173883,-1554.3734179798228,True,2.2001707039644447e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
13,CCCC1=NC=NN=N1,17,2,2,0.9867729716625472,0.9632435598978413,0.23529411764705882,0.9735459433238227,0.026454056672361937,0.0,15.807805114993277,-1649.3419384453355,True,2.2474427366316485e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
14,O=CC1=CC(=O)C(=O)C1,13,2,2,0.9913606920137719,0.9913606920137719,0.0,0.9827213840269058,0.017278615971180727,0.0,-50.45568278163597,-1418.2535495454308,True,2.8165023108846067e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
15,OC12C=CC3OC1C2O3,15,2,2,0.9865643693209663,0.9865643693209663,0.0,0.9731287386401608,0.02687126135452465,0.0,8.686721758681735,-1548.3901684240898,True,8.179641935023252e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
16,CCC(COC=N)=NO,19,2,2,0.9860889325325494,0.9755626167430757,0.10526315789473684,0.9721778650641723,0.027822134933048755,0.0,35.985776923989086,-1773.4953077682608,True,1.9745099216809149e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
17,N#CC12OCC(O1)C=C2,14,2,2,0.9995663395160784,0.9995663395160784,0.0,0.9991326790298414,0.0008673209632127155,0.0,-14.397062486315564,-1486.313483762627,True,0.0,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
18,NC(=O)C(=O)C(O)CO,16,2,2,0.9922130001571713,0.9797130001571713,0.125,0.9844260003134181,0.015573999683808674,0.0,-9.421013178792297,-1534.1474067035278,True,3.771052657860969e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
19,CC1=NCC(O1)C(N)=O,17,2,2,0.9618766351566084,0.9618766351566084,0.0,0.9237532703122607,0.07624672968487074,0.0,-34.86142178571703,-1643.3586888896023,True,6.114576222325875e-16,Metropolis-Hastings (k=2),Metropolis-Hastings,without_single_atom_contributions,False,False,True,False,True
0,CC1=C(N)C=NO1,13,3,3,0.6438973086950436,0.6438973086950436,0.0,0.493145013682033,0.30150459001943175,0.2053503962935933,8.03289248474122,-1269.610227825433,True,4.422707867066298e-16,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
1,CC#CC1CC(C)C1O,21,3,3,0.5850718486648862,0.5850718486648862,0.0,0.38223587908469214,0.4056719391560289,0.2120921817560096,1.5235452888552419,-2021.1027209978224,True,2.040388619548127e-15,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
2,C1OC11C2C3CN2C13,15,3,3,0.5942760693632705,0.5942760693632705,0.0,0.29268890687922394,0.6031743249669616,0.10413676815296585,82.88587696587113,-1515.21985553297,True,0.0,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
3,C1NC2C3COCC12O3,18,3,3,0.8757318275142693,0.8757318275142693,0.0,0.7787411539955109,0.193981347034461,0.027277498967736263,36.63757831488394,-1746.5867215199432,True,3.878764746137734e-16,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
4,O=C1CC2(CC1O2)C#C,15,3,3,0.8030965098168933,0.8030965098168933,0.0,0.6434109328107371,0.3193711540074083,0.037217913178176604,4.312537059739271,-1589.5415163929686,True,1.6476211703246957e-15,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
5,CC1N2CC2(C#C)C1=O,16,3,3,0.8957802423774693,0.8957802423774693,0.0,0.7942464346744382,0.20306761540309323,0.002685949920241906,18.986259179603863,-1657.6014506101653,True,0.0,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
6,O=CC1OCC11CCO1,17,3,3,0.7527550477367569,0.7527550477367569,0.0,0.5921028461261819,0.3213044032176361,0.08659275065354653,24.757996713375118,-1678.5267873027476,True,4.3049286902120643e-16,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
7,CC12COCC1(C)C2O,21,3,3,0.5041124362134203,0.5041124362134203,0.0,0.32741497319444196,0.35339492603502626,0.3191901007683339,-0.9582831744772141,-1979.9513730289436,True,2.4329638812050013e-15,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
8,CNC(=O)CC1CN1,18,3,3,0.9291370278271898,0.9291370278271898,0.0,0.8786523833399708,0.10096928897161653,0.020378327686296598,2.6366930561521884,-1672.265060659945,True,6.73706344084349e-16,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
9,CC12C3C(CN13)OC2=O,16,3,3,0.7514039022916803,0.7514039022916803,0.0,0.6148869938267153,0.2730338169180637,0.11207918924632115,-1.6838901683310934,-1616.450102641286,True,6.856931451093104e-15,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
10,COC12C(C)C1CC2C,23,3,3,0.5069075286977358,0.5069075286977358,0.0,0.19837243927008835,0.6170701788518295,0.1845573818754831,9.008961511740576,-2151.239339876484,True,1.5774131898026784e-15,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
11,CC1C2CC2(C)C1=NO,20,3,3,0.7858908449672345,0.7858908449672345,0.0,0.7040460820666212,0.16368952579872004,0.13226439213277902,33.38591039790339,-1917.874688367481,True,4.2565425192214824e-16,Distance (k=3),Distance,without_single_atom_contributions,False,False,False,False,False
